sentiment,review
0, Don't buy this GPS: Do not waste your money on this GPS. It has a lot of features but you can't get the basic naviagtor to work. The screen is also to small. It seems to lose its signal every time I move it from the cradel.The power supply for the battery must last only 30 minutes with out the power cord.
0, Old map data: The unit is nice and a great value however the map data is so old you will often not find your destination
0, Support/Warranty Horrible: Mio C220 3.5-Inch Portable GPS NavigatorGot the system for holiday present
0, Nice hardware
0, BUYER BEWARE: Bad product
1, Better than most: These cable chains offer maximum clearance between the cables and the car body. They are easier to install than others I've used because you don't have to drive over them. I would have given them 5 stars but there is still the same old hassle of getting enough slack in the chains to fasten that last connector.
0, Awful - No Traction: Simply Awful !!! Didnt seem to provide any more traction than a regular tire
0, good idea poorly executed: No way to install these
0, WRONG SIZE!!!: The fitment guide is completely wrong compared to what the packaging for the chains said. I ordered SZ131 for my BMW 330ci tires 245/40/17 per the chart but they are too small... Very frustrated and annoyed that this company does not have their labels and charts correct.
1, Do NOT buy this for 2010 Mazda6: The chain is very easy to install with bare hands
0, Amazon's sizing guide is wrong: My tire size is 225/65-17. Amazon's size guide says to order SZ135. These chains are too small. Another vendor has an online size guide that says SZ143
0, would not recommend for Prius: It slips if there is not enough snow on the ground. Need a few inches of snow to grip properly. Would NOT recommend for Prius drivers!
1," Liza dodging bullets!!!: When I realized this was an action movie I said to myself ""I have to see this"" Liza Minelli as Della Roberts dodging bullets and taking a stabbing (not to mention shooting a gun) was something else"
0, Some Songs Are OK: The fans who say this is TM's best album are going way too easy on him. I think they're so devoted to him that they'd buy a CD of him singing the phonebook. About half the songs are OK
0, What have you people done with the Tim I remember?: I have always been a big fan of Mr. McGraw
0, Really Depressing Album: I am a huge Tim McGraw fan and think he is fabulous in concert. I loved his other albums
0, Tug McGraw's Son STIKES OUT!!: This CD was such a waste of money. I wish I'd heard it before I purchased it. Only the title track was good...what a waste!Tim seems to have lost his Midas Touch. He needs to start writing more of his own music and stop relying on others to pass along his message!BORING
0, Go Back to Country Songs: I heard this album at a friends house
0, I guess you can't hit home runs all the time.: Tim's new album is....just bad. As a fan who has most of his previous albums I can say that this album is a real strike out compared to the solid albums he usually delivers. Except for the title track
0, Save your money
0, Not Stainless Steel: These pliers are not stainless steel. They came packed/coated with a yellowish oil
1, Great smelling stuff!: A wonderful woodsy
0, Disappointing After 50 pages!: I actually never finished this one. Came recommended to me by a tug boat captain who started it while waiting for a dredge to fill up his hopper barge. I know how boring it can be steaming to and from the dumping grounds
1," Great Intellectual: Jean Jacques Rousseau is truly a great intellectual.His Discourses and The Social Contract are some of the best in Enlightenment thinking. In the Discourses Rousseau exalts the ""noble"" savage free from the corrupting influence of modern civilization. He believes that civilization has corrupted man from his original"
0, Alexis de Tocqueville's Nemesis: 'The tyranny of the majority' - a brilliant phrase coined by the author of 'Democracy In America' and a brilliant chink in the armour of Rousseau's societal vision. An individual who owes everything to the state cannot conceivably be called an 'individual.' They are
0, Dissatisfied: I was very dissatisfied with this product. I was supposed to receive a 2-Disc set as it specifically states on the cover. I received only one disc
0, The day when Mystery dyed: The day when Mystery dyed was the day when mystery turned Politically Correct. How sad. Somehow I hoped
1, Another Winner: Two young girls are kidnapped and shortly returned home with no harm save to their dignity. Then a toddler is kidnapped and the case takes a more serious turn.Inspector Wexford and his team interview the family and discover vexing questions.Learning a pedophile has recently been released from prison and is living in their midst
0, Was the situation corrected?: I wanted to buy this item (since the 2.4MHZ item of the same kind did not work at my place due to all the interferences) but the previus review stopped me. I wonder if the previous reviewer's situation was corrected by amazon.com in that they sent the right item. I could not find the direct email of the previous reviewer to ask directly.
0, unreliable piece of.....: I bought this a couple years ago
0, be careful: Seemed like an easy solution to my problem
1, It actually works pretty well.: These kinds of devices can sometimes be questionable. I was pleasantly surprised that it actually works pretty well. Once the aiming of the antennas is complete
0, do not buy...: i tried it and gave up. The picture quality is very bad. cant go thought 3 walls... I used it for 1 time. don't waste your money
0, Great if I only need 2 minutes of TV: When hooking this product up to my DISH network 311 receiver it only worked for 2 minutes
0, Disappointing: Considering all of the positive reviews
1, Couldn't be better: I ordered this not really expecting to work as well as it does.The receiver is one floor above the transmitter
1, just the right fit: The replacement pneumatic wheel is just the right size
1, Works Great: The Ridgid dado insert works very well .Went into place in about 5 min 
1, Classic!: Every child should know Good Night Moon by heart and what could be better than to hold the bunny while it is being read to you.
1, Too large: The contents was as expected. The size is much too large. If you mentioned the size
1, An every night ritual for 2 1/2 years!: My daughter has always loved to be read to. She preferred this book from day one! As we have read it so many times
1, brilliant bedtime book for two year old: I cant believe what an instant hit this book has been. Our two year old has a collection of 20 or so books
0, Why all the great reviews?: I bought this for my baby thinking it was a great book since it received so many raving reviews. I was so disappointed when I received it. The artwork is horrible
1, bed time read: This is a good book for a bedtime read. A book a child will want to hear over and over. They will one day read it to you.
1, LOVE
0, Weak Character Development and Plot: Goodnight Moon? Ha! What a joke. Margaret Wise doesn't seem too wise to me
1, A must have!: Every child on earth should own a copy of this book. It has been a favorite for all three of my sons. It's a classic that is probably the best known among the first books for children. It's a perfect gift for anyone you know having a baby.
1, Going on copy number 2: We love this book. My son adores it. After bath time
1, Goodnight Moon w/Bunny: If you are familiar with the book
1, Great book going to a 2nd Generation parent for their little one!: Great book going to a 2nd Generation parent for their little one! This book was a favorite when our sons were little
1, A Book For All Time: Can't wait til my grandson is a little older so I can read this book to him. Actually I read it to him now but I think he'll get more out of it as time goes by. It's the perfect book in its' simplicity. The words flow in a natural bed-time kind of rhythm and it conjurs up those kinds of images that make you remember what being a child was all about.The pictures in the book are very nice too
1, Great Book!: My husband reads this book to our 4-month-old son every night after he gets home from work. They both love it and I enjoy listening to him read this to our son. I have it memorized and I've hardly ever read it to our son. It's wonderful. I like the way it changes between black and white pages and color.
0," It'll put you to sleep alright!: My daughter never liked this book. My husband nor I ever cared for it either. It didn't keep our daughter's attention at all nor did it ""soothe"". It just didn't live up to all the hype. We read to our daughter all the time and have since her birth and she loves almost all books"
1, Almost--but not quite--perfect kidlit.: Margaret Wise Brown
1, Very
0, Amazed this book got so many good reviews: My daughter and I were not impressed with this book. The grey pages were boring and the figures too small. Saying goodnight to everything in the room can be done quite easily without this book.
0, What is this book's appeal?: I feel a little silly to be about the only one who doesn't get this book's appeal. It shows the same pictures over and over again
0, Does not work With A2 clippers:: I bought this adapter kit to use withOster 078005-314 Turbo A5 2-Speed Clipper.This kit simply does not work - clippers on their own work great
0," This product doesn't work with the GroomMaster: This product should not be advertized to buy with the Groom Master Clipper by Oster. although it says these comb guides are ""universal"" they aren't! They don't even come close to fitting on the extra wide cutting head of the Groom Master! DO NOT buy them for the GM!"
0, DON'T BUY!: DON'T BUY! This product is a total waste of money. I had read the reviews and just thought maybe since I was shaving a little Pomeranian and not a larger dog that maybe I wouldn't be as rough on them. WRONG! The other reviews read right! The clippers would not cut using the attatchments and I tried them all. NONE WORKED! Also
1, Mo' better music: Flic has appeared on cable in a cycle lately and I became interested in the music expecially the title track - the musicians are excellent
0, NOT RATED: I wanted the basis for the movie Stanley & Iris which Union Street is but it isn't the screenplay or anything close. So I have no rating. I'll donate the book to the library.
1, Worth the time and money: It is true that this work is not among Shakespeare's greatest by any stretch of the imagination. This entire play reflects the immaturity of a young William Shakespeare. What makes the play so interesting however
1, An introduction to medieval and renaissance literature: For those interested in studying medieval and renaissance literature
1, Pretty Good: This book is good. It does provide the basic and some detailed information you need to make an informed decision regarding a product but one thing I was dissatisfied with was that regarding shea butter she may have been afraid to comment whether good or bad because of the popularity of this particular ingredient. She didn't say whether it was toxic or nontoxic; irritating or nonirritating or maybe she doesn't have enough information about it. I'm more interested in natural ingredients so I want more details concerning it.
0, Chili Pepper Encyclopedia: If I had realized there were no colored photos in this book
1, Great for little kids!: My 2 1/2 year old loves these books. She has about worn them out.Good illustrations and story messages that are all boiled down to something they can understand.
1, Good Book.....hopefully
1, An Interesting Premise ...: ... but the way the story unfolds after the divergence from the historical decision is a little too obvious. Anyone with a knowledge of the historic three-day battle at Gettysburg will immediately notice the parallels with Pickett's Charge. While overall an entertaining novel
0," Untrue Tale: This book might be fine just for reading by someone with no clue to history. To use Gettysburg for a title is such a misleading and for anyone(Dennis Showalter) to use Killer Angels as a comparison is such a misleading statement. There is NO Alternative History and NO ""Quite Differently"" as to what happened at Gettysburg.A book of pure fantasy."
1, A very realistic book about a different Gettysburg...: Newt Gingrich and William R. Forstchen get together to write a very realistic Civil War novel about what would have happened if Robert E. Lee decided to carry out a sweeping
0, too technical: I found this to be too full of military jargon
1, Gettysburg/Grant Comes East/Never Call Retreat: Well into the third book in the series. Makes me feel like I was there
0, Where was the editor?: Apparently the authors believe that if General Lee had been of a single minded purpose heading into the Battle of Gettysburg
0, Not an Historical Novel: This book was written very well
1, About Time
1, Designer Self Help: Great little pick-me-up book. Bright
0, 1 Hour was not Enough: So many plotholes I dare not go into them here. This being 1 hour in length there were so many scenes that raised questions which were never answered. While Corbin Bernson stole the scenes by nailing down his seedy lawyer character in the first half hour
0, not practical: It looks fine
0, Too much product
0, *NOT* Mac Compatible: In spite of a product description that says the contrary
0, WATCH OUT!!! BEWARE!!!: This device was a major bust!!! Will NOT properly transfer any format data
1, Wonderful Documentary: This is a very insightfull documentary that details all the parties involved in the trade of The Great One to the L.A. Kings. I highly recommend this to anyone
1, Great Program!: I'm glad Sea Hunters went on the search for the SS Carpathia. It's true that most of the world forgot about the little ship that saved the Titanic survivors that night back in 1912. Here
0, Tired of repairing them: After 7 years of re-adjusting
1, Mel Bay American Fiddle volume 2: This is a good instructional dvd for beginners and intermediate players. The instructor goes slow
0, My energy frequency didn't vibrate with this Atmic triad: I truly believe the author's motives were sincere. He makes a good point here and there - though those points and discussions are far from original. What IS original is that FAR too much of this book is California-Zen-Atlantian-energy-infusing-chhakra-modality-crunchy-nut-granola non-sence. Unless you're
0, Favorite ALICE
0, incredibly bad: I am in a quandry. I don't know which is worse - the bad transfer from a poor film or the so-called music. Both suck. The transfer is from a bad copy of a bad quality film. The music is so insipid I can barely call it music. The people who rated this more than 2 stars must have been smoking
1, this is my second pair: My dog chewed up my first pair
1, Cute movie: Cute movie for the kids. Encourages them to move and dance. I think all of the Curious Buddies movies are great!!!
1, It's funny! dont listen to the negatives: This movie wasn't made to be serious or realistic
1, I watched it 3 times in one day.: I notice how this movie didn't get rated with 5 stars. Maybe because Owen Wilson is always funny with ben stiller by his side. But I gotta say he pulled it off without B.Stiller. Not all can relate to this movie. I know I wish I had someone to fend off the bullies while I was in school. LOL!well
1, I have no idea why...: I don't know why I liked this movie. It was stupid
1, funny: this movie is cute and i am very impressed with it and with the product its self... its funny and cute but for a younger audiance if you ask me...
0, Too much cussing by the young kids.: Funny show that really had no need for the all the cussing. There is enough derogatory speech in real life and is not needed to make a show more entertaining.
0, AVOID This movie: Despite I am a big fan of Mr. Owen Wilson
0, A complete and utter waste of time....: One of my friends really likes Ani DiFranco and recommended I listen to her. I bought this CD thinking it would be a good introduction to her music. What a complete waste of time listening to this CD was. I feel like I just had an hour of my life sucked into a bottomless pit from which I can never retrieve it. This pitiful excuse is for an album better be the worst of Ani's music otherwise she is certainly a pitiful excuse for a musician. Truly
1," Hellboy Review: One of the two best movies ever made to star the red guy.Hellboy having an animated film as magnificent and it could only be better if more were made.The art of Sean ""Cheeks"" Galloway does a great job paying a homage to the work of Mike Migonla.I believe people who are fans of Hellboy will really enjoy this film."
1, Marian Visitations: This subject has always fascinated me
0, Oih.: I was forced into reading this book by my Language Arts teacher
0, Umm.... really.: I'm going to be incredibly blunt
1, Great docoration: This unique lamp is very docorative and I have received some good complements. I would recommend buying one.
1, AWESOME!!!: I searched the web for months trying to find the perfect lamp for my bedroom. I finally found this lamp and couldn't believe the price. It was exceptional. I LOVE this lamp and the price. It is gorgeous!!!
1, a real page turner: Unlike most people
1, The Best I've Used: I have used Wright's book over the years and have found it to be the most thorough approach to training Christian's to counsel. He offers so many ways to instill such great truths into the believer so that he or she can pass it on in counseling ministry. Those I have taught from this manual have become very balanced counselors who I now use in my church. I can't say enough about this book...Just buy it and you will not be disappointed!Dr. Darlene Young
0, Hated it: My son got this for Chritmas
1," Great songs!: ""Personal Jesus"" is a great song"
1, A Must have!!!!: This is a must have for anyone who has ever read the vampire chronicles! It digs deep to find the meaning of the chronicles plus
0, Junk: This product would be great - if it worked.I bought this product and it worked great... as advertised... I loved it. Audio
0, Subject to interferences: I had a 2.4 Ghz wireless set but it has a lot of interferences from the microwave oven so I decided to buy this one.When we talk about microwave oven interference
1," What a great seller!: Thank god we finally have vendors and sellers who are taking the embarassment out of buying something that we should all be buying. I just wanted to thank \""Kevin\"" for answering my query so quickly. Not only did he have a wonderful sense of humor"
0, too much static: This item quickly retracted the telephone cord
1, Wonderful classic children's book: We love McCloskey's books and this is no exception. Wonderful story and illustrations. We enjoy reading the book and my child enjoys hearing the story over and over. Definitely a keeper!
1," Just like OEM: Don't let the word ""remanufactured"" fool you. Came in after 2 days. All necessary o-rings were included. Installed the injector. Fired up the engine and presto!... Just like new again. Good quality"
0, The Reign of Terror Had Never Been So Dull: Theres little need to give a synopsis of the story
0, I absolutely hated it: It's actually the worst movie I've seen in my whole life. I'm a great film lover -the kind of person who can't afford to miss a movie whether European
0, I would not recommend this to anyone.: I personally did not favor this text. It was not very interesting and the man needs help in writing books
1, Works as good as the battery that came with the camera: This battery seems to perform the same as the official Cannon battery that came with the camera. recharged it several times and it's great. Length of battery usage is the same
0, Bummer: I purchased this battery for my Cannon Powershot SD770IS. It was to big and would not fit. Very disapointed!
1, Digipower CN4L Battery: I haven't used it very much
1," Helped me on my journey back to God: ""Why Surrender Is NOT A Four Letter Word"" is a book everyone can enjoy and relate to"
0, VCI EDITION!!!!!: The reason for the low rating is the missing scene referenced by another reviewer. I have seen the scene on a Treeline 50 pack which included this film. The VCI DVD has had restoration work
1, If you like Allende
1," Better than the original: This book inspired me to read the original Zorro novel ""The Curse of Capistrano"" by Johnston McCulley. In my opinion this book is far superior to the original."
0, poor quality: The feet fell off the cutting board within days. Despite religious applications on conditioning oil
1, well written: Good story
1, I Liked The Wish Giver: Wish Giver is a book about 4 people who each get a wish from a little man. His name is Thaddeous Blinn. The first
1, The Wish Giver: In Coven Tree they often have these fairs. Sometimes people out of town come to sell things. One of those people
0, Boring Band: A few months ago I went to a Tantric concert in Louisville
0, Currently in Trash Can: This part arrived quickly from the seller but was unusable. There were visible manufacturing defects in both inputs (female 3.5 stereo jacks) and despite this I attempted to insert male audio jacks to no avail. I tried 2 different jacks and even with significant force was not able insert the male ends more than a third of the way in (not even close to making the necessary contacts to function). It is now in the trash can.
1, Worked for what I needed it to: Ordered this to make my XBOX 360 a little more portable.Was shipped fast and worked exactly for what I needed it for
0, Poor Connections: The build quality of this coupler is poor. The internal connectors don't firmly grip the plug when inserted
1, good: Cheap
0, Utterly useless: This double feature editon of both Mortal Kombat films has full screen transfers only. A waste of money.
1, Good Rock: This album by Isle of Q can be described simply as straight up rock. I even think I heard some quitar solos. Good lyrics and good music
0," I just didn't get it: This movie seemed to vacillate between funny ha ha office bullsh*t and then really freaky stuff that made me cringe and want to retch. I don't like that; going back and forth and not knowing what they ""want"" from me. And I REALLY didn't 'get' the ending. I didn't buy the romance. The only thing I enjoyed about this whole movie was Kevin Spacey; that's it. Just skip through the rest of the crap."
0," HEY LION'S GATE MARKETING DEPARTMENT: ""YOU LIE!!!"": SWIMMING WITH SHARKS is not ""hysterical"" nor is it ""incredibly funny""(as per the DVD liner notes). Rather it is diabolical stealth horror masquerading under a cloak of pseudo-humor wrapped in veiled misogyny. Approached from this vantage point"
0, waste of money: I would agree that any play set should include people
1, Sergeant's Vetscription Antimicrobial Skin Cream: Sergeant's Vetscription Antimicrobial Wound Cream is the best remedy I've found for just about any doggie skin problem that I have run across. I've used it for years on multiple dogs and it's never failed me yet. It's creamy
1," Très bien ...: J'aime bien cet CD. Tommy et Chet sont de très bons artistes. Ce CD s'écoute très bien mais je trouve une peu trop ""country"" certaines plages. Un 8 sur 10 quand mme. Bravo!"
1, The young
1, Wonderful. A good mix of styles.: Chet
0, Would purchase again.: The delivery was quick
0, Horrible products: These two trimmers are probably the cheapest pieces of trash I've ever wasted money on. The little trimmer didn't work from arrival and the bikini trimmer died after 2 uses. DON'T waste your money!
1, Makes using a laptop a pleasure.: I use this mouse full time and at first it was hard to get use to the small size but now I have gotten used to it and for the most part like it. Its real advantage for me is that I do not like using the touch pad on my computer and refuse to use it. This mouse takes up such a small amount of space that makes it worth packing.My laptop case has a place for many items and I usually store it in one of the pockets while not in use. It keeps it safe and I always know where to look for it. It also comes with its own storage bag with draw string.My only trouble with this is that the retractable cord sometimes gets all snagged up. Or some times the cord retracts if you pull it just so. But it usually only takes a minute or two to fix but it can be frustrating. The retractable cord feature is nice if you have limited space and don't want the cord to get tangled with everyhting. I'd give it 4 and a half star rating.
1, Good Overall Study: This book is a very good overall study of the philosophy of Jeffersonian John Taylor of Caroline. The author gives a great synopsis of Taylor's views on such topics as agrarianism
1, A Kid's Review: This is such a fun book to read! Once I started it
0," Should call this book ""Rachel Hates to Dance"": When I was 12 I LOVED dancing so I got this book to inspire me. I never finished it then and now as I'm reading it to my 9 y.o. daughter I see why. It is mostly about Rachel hating dancing and the best dancers either being a horrid brat or a girl who just doesn't care. I think this book has turned my daughter more off to dancing than anything. I also find myself just hating Aunt Cora and wincing at everything she says. I only give this 2 stars because it is a compelling read. It is however NOT an inspiration to dance!!"
0, Poor Quality binding and paper: I bought this book as a gift and have not read it. This was a disappointment as I have bought children's books from Amazon for a number of years and most have been at least adequate. Especially for the price. I didn't gift this book and instead gave a DVD.
1, Donnie McClurkin...Again: In my vast collection of all types of music
1, great at cleaning dishes: Finish Powerball tablets do a wonderful job at cleaning dishes - unlike some of the other tablets or gelpacks out there
1, Good monitor!: I received these monitors as a shower gift and have had them for a year now. I have to say I am very impressed with them! They have the option of wireless (you just need batteries) or plug in. The only bad thing is the base transmitter doesn't have that option. I am impressed with the range too. We went to water our neighbors garden for them and they are 3 houses away but we could still pick up on our son's noises (although with a bit of static interference). All in all
0, DO NOT BUY: These monitors are horrible. I've used them a total of 4 times and can't even get them to work! Static is all we hear. Now we just have to keep checking on our little one if we are downstairs and she's sleeping in her crib! Can't return since we bought them and can't find the receipt. :(
0, Horrible: This item is a joke.First
0, Oh please!: Oh please! These illustrations are AWFUL and the cutsey text and made up names for some of the poses are just dreadful. Do your kids a favor and leave this item in the store. Babar's Yoga For Elephants is a much better bet. If you want your kids to do yoga
1, Where was I when this movie was in A release: I am not sure why this movie is so much fun and it really is. The premise is curious and the sincerity that the actors bring to such broad characterizations almost makes the movie a farce. The actors over act. The color palette is almost too severe. There are extremes of this movie and yet
0," Excellent album from a great band... But the ""ENHANCED"" reissue really sucks!!!: Back in the late 70s"
0, Great if you're already in the cult
1, Greast Bone Classic: This is a wonderful bone album to have thoe I think btnh Resurrection is alot better the tightest songs are 1
1, Other the demonic Mr. Quija 2 skit: This album was great
0, One of my favorites: Bone's E.1999/Eternal: This C.D has classic Bone songs! To me its for people who like to find thier lyrics and try to learn thier style of flowing! This was my first Bone C.D
0, violent: I wish I never bought this CD. The beat is alright
1, definitely the one album every rap fanatic should have: this is the first rap music i listened to about 7 yrs ago..and no doubt why after all these years
1," Dear Boy: ""Ram"" is a curious one-off in McCartney's career"
1, I LOVE this Deluxe Set!: I loved the RAM album in 1971 and I LOVE this Deluxe treatment of it. It was like opening a treasure box
1, So good!: Did not purchase this album when it first came out. So happy to get the CD
1," ""Ram"" is the best solo Beatle album: ""Ram"" is a super rock album. I heard it in a record store a few years back"
1, Guess You Never Knew: Dear Boy: This is in fact a treat for anyone that enjoys the art of mixing. Clean and neat in it's simplicity and just a joy to listen to. Uncle Albert is Abby Road and the White album together. While MY Dog is foot tapping fun that you will sing over and over in your head while Dear Boy Is a symphony of voices that with send rushes to your very soul. A slow Sunday morning deserves to be laced with these sounds.
1, Ram Paul McCartney: the CD was in perfect condition and the purchase met my expectations; I was especially pleased to be able to purchase this CD as I had a hard time finding it elsewhere - thank you!
1, Tension
1, Love it!: This is typical Santana
1, Great Music for the Ages: I've been into Santana from the beginning and have seen him grow with each album. This is another level we are seeing him at right now. He will forever suprise all of us loyal fans. A really great album for the lifelone fan and newly initiated.
1, This CD Rocks!!: I had never heard of Santana before this summer
1, really more than 4 stars: This is an excellent CD. Almost 5 stars. I have listened to it several times in just the first couple of days. Great classic Santana
1, A Great Cd: If you love new music or Santana this CD is the best. The Dave Matthews/Eagle Eye Cherry/Rob Thomas songs are all great. Many take the cake. This is a great cd!
0, We waited years for this crap?: When I heard that there was to be a new Santana album
1," SANTANA-SUPERNATURAL: OUTSTANDING CD! SANTANA WAS ALWAYS A GREAT GROUP-SINCE THE 70'S! CELEBRATE HIS EXPLOSION INTO 2000 WITH A MIXTURE OF FINE LISTENING. SMOOTH IS THE ULTIMATE! If you enjoy this fantastic cd- explore Santana's past ventures with prime hits like ""You've Got to Change Your Evil Ways"" & ""Evil Woman""."
0, i only like one song out of here: you know
0, Supernatural is just pop music not Rock
1, I liked it -from a non-fan: I'm not a big fan but I really did enjoy this album. For me it's got some really well put-together tunes and was a great stress-reliever to listen to. Good car driving tunes too.
0, GARBAGE: One word says it all and I sure dont mean the group with that name. This is a great album for the teeny boppers
1, I thought that this album was excellent!: As any great musician evolves over time
0, Over Rated!: Love of my Life
1, If you weren't a Santana fan before
1, It already rocks.: I haven't even bought the CD from Amazon yet but the song Love of my Life rules! Go Dave!
1, What A Great Album!: Carlos Santana is back
0, No Black Magic Here.: Have always thought of Santana as one of the best guitatist and song writers.This Cd has nothing to it.Bring back the old Santana
1, Santana unstoppable: This CD is just another example of how talented Santana can be. He continues to dominate the music scene and has been around for what seems forever... his music just doen't get old. This CD in particular has such a wide variety you can leave it on repeat all day!
0, Santana: ... he's pretty good
0, I've had trouble getting into this.: I don't get the hype. I've played this several times. I've started in the middle of the CD. I've played one song at a time. And I still don't get it. This is not good music. Caveat emptor! Mr. Santana
1, The bar band returns...: with a familiar cast of characters.Much like their debut album
1, Christina: Great movie!! Kind of cheesy but a good movie to watch any day. Would highly recommend for one of those days you have nothing else to do
0, More of a novelty book than actual substance...: I bought this book thinking I would love to know the tricks of the trade for writing chick lit. I was WRONG! The book is written in a playful format
1," The greatest musical accomplishment of all time: ""When a true genius appears in the world"
1, I never laughed so hard in my entire life!!!!!!!: I love Daphne & Celeste
0, This is awful!! I MEAN IT!!: I can't beleive they would get a record deal!!! They can't sing
1, Not McGarrity's best
1, Like it: Started reading Xmas could not put it down. The best one I have read yet. Can't wait to read the next one.
1, Very Tasty Book: I like all of Steve Meyerowitz' books so of course I like this one too. Good info
1, 2 Green Drinks and Juices perday will make your day: This book is a wonderful collection of healingdrinks and energizing fuel for the body.It specifically outlines drinks for each particularailment and juice recipes to remedy the problem.Why pop a pill you cannot digest like eating a rockwhen you can enjoy a fresh homemade juice drink toawaken your soul and tantalize your tastebuds.This is an excellent book which I have recommendedto several people who juice for their health andenjoyment. Enjoy life....a pill is no fun.
1, Great Value!: I recommend this to anyone looking to get healthy in the new year! It's full of great recipes for overall health benefits
1, Fuzzy warm towel set: This set feels very cozy from first use to a year and a half later! No frays
0, They don't stay on the fridge: I really like the look of these
1, Alternative To Mainstream: Way of the Heathen is an excellently written instruction manual of Theodish Belief. Garman Lord takes great pains to explain step by step how to be an Heathen. Everything you need to know down to the smallest detail is in this book. There are explicit explanations of everything. Plus
1, Cuties: Ok....If you are Dominican and like Bachata
0, Queers in Search of Help: Terrible book. More parano than NEWS
0, Too heavy to hold!: This used to be a great (and medium-sized) magazine with at least one great article in every issue. Last year the format was changed & the darned thing is so big I can't read it in bed. At last look they still had at least one interesting article
1, Very heart-felt lyrics and personal: This is a very nice work: not plain pop-country
1, Of course it's good
0, Expensive bulbs don't last: I bought four of these handles and with minimal use two bulbs blew out and they cost $25 each. The handle is actually quite good for the price and it's slightly brighter than my similar Heine (F-22.804) handles but I could never recommend this Welch Allyn handle because the bulbs don't last. The Heine bulbs last forever. I called Welch Allyn to discuss this and got no response.
1, NOT for use in CANNING: According to Presto
0, It simply burnt everything at my first use.: I purchased this cooker based on the customer review and
0, eh...: I thought this would be super fun for my toddler and preschooler
0, item appeared to be used and repackaged or resold: Item was clearly purchased elsewhere and resold to me as new. I have never had this experience with amazon before and am disappointed. Packaging was dirty and previous price sticker still attached.
0, This was obviously never proofread.: The text of the 10.55 paperback edition is nearly illegible. Some pages are entirely in computer code
0, Notes on the State of Virginia: I never received this book !Notes on the State of Virginia (Penguin Classics) (Purchased on 04/24/2009)
1, Delicious! Restaurant-quality food in a can!: Our favorite way to serve this item is to mix it with chicken
1," the Terror of the Carribean ""CAPTAIN BLOOD"": The legendary swashbuckler"
1, Errol Flynn's breathtaking major motion picture debut.: This film was a first on many counts -- Flynn's first collaboration with director Michael Curtiz and costars Olivia deHavilland Basil Rathbone
1, Have a confession about this film.....: Before VHS arrived on the scene for home viewing
1, Great book: This book is another great Suess-esic rhyming book that gives information about seeds in a fun way. Great for young children to hear.
1, You will not be able to put it down.: Better than tape!Once you log on the Net...anyone can find you! April 19
0, Gundam Battle Assault: I had a feeling this game would be more than less
0, Jerk Out CD single: I was very disappointed when I listened to this single. Morris Day really pulled a fast one on this. This song has a different sound than is on the album
1," Good: I do recommend these bar /chain combo & OREGON is the only way to go. The ""intenz"" adjust system works but binds a bit with sawdust. Wish they had finer adjustment. Chains are sharp & hold up great."
0, Verbose
0, cheap chinese junk: Very poor Chinese quality for the price. I broke 3 out of the eleven I needed. They seem to flex only one way. I won't buy these again. Amazon should state whether the product is made in the USA or imported.
0, Not for Barbie-age kids: This game is too complicated for my 7 year old. Even with my help she was frustrated. By the time she is old enough to play this game alone she will think she is too old to do anything with Barbie in the title. Save your money.
0, This game is too complicated for me
1, Great lights!: Purchased these to replace the bulb lights on my trailer. My trailer lights were having connection issues. Brand new trailer and I couldn't get them to work....ARGH! So I ripped them off of the trailer and got these! WOW! Easy to install
1, Terrific lighting kit: This kit came complete and was very easy to install. We put our boat in the water for the first time today
0," Are You Kidding Me???: What happened on this album??? The Starting Line took a few steps back with this CD. If this is their new mature sound then its probably the last TSL CD I purchase. ""Say It Like You Mean It"" is 10 times better than this CD. I have listened to this album numerous times and I just can't get into it. It doesn't have those catchy lyrics that I'm used to with Ken and the boys. I'm seeing these guys on the Nintendo tour this fall and I'll probably be disappointed because they will play stuff off this album and they will suck. If you liked this CD compared to their old stuff then you are LOCO!!!"
0," Stupid lyrics!!!: ""I'm gunna tear ur a** up girl""??? What the hell is that!? Were these guys in some kind of competition with 50cent to create the worst lyrics possible. On top of that"
0, Dropping The Bar: This is the first I've listened to Based On A True Story because the bits and pieces I had heard
1, Worth the money...: This is a really great album
1, Fits and Tastes Right: Let me start off by saying I hate the taste of municipal water. The chlorine and other tastes make in virtually undrinkable. That's where this filter comes in.For me
1, worth the money: The kangaroo skin version of this shoe is more expensive
1, Worth buying!: Now one would think that a rap song about a washed-up comic book character would be silly and/or stupid
1, Julian. Good orations
1, Seattle has produced a winner!: Being from the same city as Frasier and Niles Crane
0, how to rip off your past: This is not an Edge of Sanity album. This is a Black Mark/ Dan Swano rip-off of the the original Edge of Sanity band and original Crimson album. If any of the people involved in this had any respect for Edge of Sanity they would have at least got one original member to at least have a guest appearance instead of assembling a bunch of replacements that had nothing to do with the band. Black Mark doesn't need to be ashamed because they don't care about anything
1, a nice change: After reading the recommendation by another listener
0, VERY small neck: Not sure why more people aren't commenting about the neck size. This seems like a child's pillow. Very strange. It was very soft though.
0, more or less junk: I feel like a company that doesn't put an on/off switch on an electric appliance with heating elements might have some issues. It's also not the most ergonomic configuration-- it's very easy to spill water when it's full
